date,location,cases,disease_type
2021-12-01,Nellore,52,Chikungunya
2021-12-01,Nellore,212,Malaria
2021-12-01,Nellore,64,Chikungunya
2021-12-01,Rajahmundry,194,Flu
2021-12-01,Rajahmundry,141,Chikungunya
2021-12-01,Rajahmundry,11,Chikungunya
2022-01-01,Hyderabad,158,Typhoid
2022-01-01,Hyderabad,112,Flu
2022-01-01,Hyderabad,92,Flu
2022-01-01,Vijayawada,134,Typhoid
2022-01-01,Vijayawada,148,Flu
2022-01-01,Vijayawada,162,Typhoid
2022-01-01,Visakhapatnam,190,Flu
2022-01-01,Visakhapatnam,144,Flu
2022-01-01,Visakhapatnam,37,Malaria
2022-01-01,Tirupati,91,Flu
2022-01-01,Tirupati,296,Flu
2022-01-01,Tirupati,163,Flu
2022-01-01,Tirupati,262,Flu
2022-01-01,Tirupati,203,Flu
2022-01-01,Guntur,134,Dengue
2022-01-01,Guntur,138,Dengue
2022-01-01,Guntur,117,Flu
2022-01-01,Guntur,15,Typhoid
2022-01-01,Guntur,121,Malaria
2022-01-01,Guntur,192,Typhoid
2022-01-01,Kurnool,84,Flu
2022-01-01,Kurnool,144,Dengue
2022-01-01,Kurnool,171,Flu
2022-01-01,Kurnool,65,Malaria
2022-01-01,Nellore,92,Flu
2022-01-01,Nellore,58,Flu
2022-01-01,Nellore,70,Dengue
2022-01-01,Nellore,42,Flu
2022-01-01,Rajahmundry,65,Malaria
2022-01-01,Rajahmundry,205,Chikungunya
2022-01-01,Rajahmundry,65,Typhoid
2022-01-01,Rajahmundry,127,Flu
2022-01-01,Rajahmundry,89,Malaria
2022-02-01,Hyderabad,190,Malaria
2022-02-01,Hyderabad,198,Flu
2022-02-01,Hyderabad,171,Flu
2022-02-01,Hyderabad,138,Malaria
2022-02-01,Hyderabad,106,Chikungunya
2022-02-01,Vijayawada,48,Dengue
2022-02-01,Vijayawada,236,Flu
2022-02-01,Vijayawada,74,Flu
2022-02-01,Vijayawada,159,Malaria
2022-02-01,Vijayawada,183,Typhoid
2022-02-01,Vijayawada,86,Malaria
2022-02-01,Visakhapatnam,182,Flu
2022-02-01,Visakhapatnam,165,Flu
2022-02-01,Visakhapatnam,223,Malaria
2022-02-01,Visakhapatnam,91,Malaria
2022-02-01,Visakhapatnam,42,Flu
2022-02-01,Visakhapatnam,89,Flu
2022-02-01,Tirupati,132,Malaria
2022-02-01,Tirupati,123,Flu
2022-02-01,Tirupati,96,Flu
2022-02-01,Tirupati,5,Flu
2022-02-01,Tirupati,148,Malaria
2022-02-01,Guntur,238,Flu
2022-02-01,Guntur,147,Flu
2022-02-01,Guntur,156,Flu
2022-02-01,Guntur,154,Chikungunya
2022-02-01,Guntur,143,Malaria
2022-02-01,Guntur,175,Malaria
2022-02-01,Kurnool,143,Malaria
2022-02-01,Kurnool,101,Typhoid
2022-02-01,Kurnool,72,Dengue
2022-02-01,Nellore,105,Dengue
2022-02-01,Nellore,138,Flu
2022-02-01,Nellore,101,Flu
2022-02-01,Nellore,138,Flu
2022-02-01,Rajahmundry,146,Flu
2022-02-01,Rajahmundry,169,Typhoid
2022-02-01,Rajahmundry,196,Flu
2022-03-01,Hyderabad,124,Malaria
2022-03-01,Hyderabad,41,Flu
2022-03-01,Hyderabad,99,Malaria
2022-03-01,Hyderabad,122,Flu
2022-03-01,Hyderabad,9,Malaria
2022-03-01,Hyderabad,203,Malaria
2022-03-01,Vijayawada,128,Dengue
2022-03-01,Vijayawada,142,Typhoid
2022-03-01,Vijayawada,201,Malaria
2022-03-01,Vijayawada,82,Chikungunya
2022-03-01,Vijayawada,154,Malaria
2022-03-01,Visakhapatnam,113,Dengue
2022-03-01,Visakhapatnam,108,Flu
2022-03-01,Visakhapatnam,73,Flu
2022-03-01,Visakhapatnam,219,Malaria
2022-03-01,Visakhapatnam,97,Malaria
2022-03-01,Visakhapatnam,161,Flu
2022-03-01,Tirupati,7,Malaria
2022-03-01,Tirupati,190,Dengue
2022-03-01,Tirupati,183,Malaria
2022-03-01,Tirupati,125,Chikungunya
2022-03-01,Guntur,106,Typhoid
2022-03-01,Guntur,144,Malaria
2022-03-01,Guntur,257,Malaria
2022-03-01,Kurnool,14,Dengue
2022-03-01,Kurnool,166,Flu
2022-03-01,Kurnool,65,Malaria
2022-03-01,Kurnool,118,Dengue
2022-03-01,Kurnool,105,Dengue
2022-03-01,Kurnool,94,Chikungunya
2022-03-01,Nellore,119,Flu
2022-03-01,Nellore,51,Typhoid
2022-03-01,Nellore,181,Malaria
2022-03-01,Nellore,12,Malaria
2022-03-01,Nellore,152,Typhoid
2022-03-01,Nellore,100,Chikungunya
2022-03-01,Rajahmundry,49,Dengue
2022-03-01,Rajahmundry,132,Flu
2022-03-01,Rajahmundry,26,Chikungunya
2022-03-01,Rajahmundry,122,Dengue
2022-03-01,Rajahmundry,34,Typhoid
2022-03-01,Rajahmundry,147,Dengue
2022-04-01,Hyderabad,64,Typhoid
2022-04-01,Hyderabad,92,Typhoid
2022-04-01,Hyderabad,137,Typhoid
2022-04-01,Hyderabad,73,Chikungunya
2022-04-01,Hyderabad,116,Malaria
2022-04-01,Vijayawada,29,Dengue
2022-04-01,Vijayawada,157,Malaria
2022-04-01,Vijayawada,225,Dengue
2022-04-01,Vijayawada,287,Dengue
2022-04-01,Vijayawada,125,Dengue
2022-04-01,Visakhapatnam,167,Malaria
2022-04-01,Visakhapatnam,13,Typhoid
2022-04-01,Visakhapatnam,210,Chikungunya
2022-04-01,Visakhapatnam,166,Typhoid
2022-04-01,Visakhapatnam,90,Flu
2022-04-01,Tirupati,194,Chikungunya
2022-04-01,Tirupati,104,Malaria
2022-04-01,Tirupati,92,Typhoid
2022-04-01,Guntur,148,Typhoid
2022-04-01,Guntur,56,Typhoid
2022-04-01,Guntur,181,Typhoid
2022-04-01,Guntur,56,Dengue
2022-04-01,Guntur,56,Dengue
2022-04-01,Guntur,65,Dengue
2022-04-01,Kurnool,165,Typhoid
2022-04-01,Kurnool,82,Typhoid
2022-04-01,Kurnool,39,Typhoid
2022-04-01,Kurnool,83,Flu
2022-04-01,Nellore,118,Malaria
2022-04-01,Nellore,49,Typhoid
2022-04-01,Nellore,50,Malaria
2022-04-01,Nellore,246,Flu
2022-04-01,Nellore,68,Chikungunya
2022-04-01,Rajahmundry,100,Dengue
2022-04-01,Rajahmundry,97,Malaria
2022-04-01,Rajahmundry,94,Flu
2022-05-01,Hyderabad,157,Dengue
2022-05-01,Hyderabad,176,Flu
2022-05-01,Hyderabad,101,Malaria
2022-05-01,Vijayawada,45,Chikungunya
2022-05-01,Vijayawada,196,Dengue
2022-05-01,Vijayawada,114,Dengue
2022-05-01,Vijayawada,223,Flu
2022-05-01,Visakhapatnam,5,Typhoid
2022-05-01,Visakhapatnam,131,Chikungunya
2022-05-01,Visakhapatnam,235,Malaria
2022-05-01,Visakhapatnam,98,Flu
2022-05-01,Visakhapatnam,106,Malaria
2022-05-01,Tirupati,137,Malaria
2022-05-01,Tirupati,86,Malaria
2022-05-01,Tirupati,101,Chikungunya
2022-05-01,Guntur,99,Flu
2022-05-01,Guntur,82,Typhoid
2022-05-01,Guntur,193,Typhoid
2022-05-01,Guntur,147,Chikungunya
2022-05-01,Guntur,135,Dengue
2022-05-01,Kurnool,168,Dengue
2022-05-01,Kurnool,104,Chikungunya
2022-05-01,Kurnool,73,Chikungunya
2022-05-01,Kurnool,83,Flu
2022-05-01,Kurnool,120,Flu
2022-05-01,Kurnool,56,Dengue
2022-05-01,Nellore,89,Flu
2022-05-01,Nellore,89,Typhoid
2022-05-01,Nellore,247,Malaria
2022-05-01,Nellore,5,Typhoid
2022-05-01,Rajahmundry,109,Flu
2022-05-01,Rajahmundry,223,Dengue
2022-05-01,Rajahmundry,127,Malaria
2022-06-01,Hyderabad,165,Malaria
2022-06-01,Hyderabad,125,Malaria
2022-06-01,Hyderabad,79,Malaria
2022-06-01,Hyderabad,5,Dengue
2022-06-01,Hyderabad,132,Malaria
2022-06-01,Hyderabad,73,Malaria
2022-06-01,Vijayawada,71,Malaria
2022-06-01,Vijayawada,90,Dengue
2022-06-01,Vijayawada,224,Dengue
2022-06-01,Vijayawada,264,Dengue
2022-06-01,Vijayawada,133,Dengue
2022-06-01,Vijayawada,92,Typhoid
2022-06-01,Visakhapatnam,49,Malaria
2022-06-01,Visakhapatnam,148,Chikungunya
2022-06-01,Visakhapatnam,226,Dengue
2022-06-01,Visakhapatnam,105,Chikungunya
2022-06-01,Visakhapatnam,5,Dengue
2022-06-01,Visakhapatnam,160,Dengue
2022-06-01,Tirupati,179,Dengue
2022-06-01,Tirupati,24,Dengue
2022-06-01,Tirupati,130,Dengue
2022-06-01,Guntur,147,Typhoid
2022-06-01,Guntur,115,Flu
2022-06-01,Guntur,72,Dengue
2022-06-01,Kurnool,180,Dengue
2022-06-01,Kurnool,95,Chikungunya
2022-06-01,Kurnool,30,Typhoid
2022-06-01,Kurnool,5,Dengue
2022-06-01,Nellore,195,Malaria
2022-06-01,Nellore,156,Dengue
2022-06-01,Nellore,125,Dengue
2022-06-01,Nellore,93,Typhoid
2022-06-01,Rajahmundry,88,Dengue
2022-06-01,Rajahmundry,55,Flu
2022-06-01,Rajahmundry,94,Chikungunya
2022-06-01,Rajahmundry,5,Dengue
2022-06-01,Rajahmundry,75,Dengue
2022-07-01,Hyderabad,101,Dengue
2022-07-01,Hyderabad,156,Dengue
2022-07-01,Hyderabad,117,Chikungunya
2022-07-01,Hyderabad,167,Chikungunya
2022-07-01,Hyderabad,200,Dengue
2022-07-01,Vijayawada,183,Dengue
2022-07-01,Vijayawada,148,Flu
2022-07-01,Vijayawada,120,Malaria
2022-07-01,Vijayawada,61,Flu
2022-07-01,Vijayawada,164,Chikungunya
2022-07-01,Visakhapatnam,220,Chikungunya
2022-07-01,Visakhapatnam,140,Typhoid
2022-07-01,Visakhapatnam,235,Flu
2022-07-01,Tirupati,28,Chikungunya
2022-07-01,Tirupati,50,Typhoid
2022-07-01,Tirupati,171,Malaria
2022-07-01,Tirupati,135,Chikungunya
2022-07-01,Tirupati,198,Dengue
2022-07-01,Guntur,119,Dengue
2022-07-01,Guntur,67,Typhoid
2022-07-01,Guntur,107,Chikungunya
2022-07-01,Guntur,28,Dengue
2022-07-01,Guntur,52,Malaria
2022-07-01,Kurnool,178,Dengue
2022-07-01,Kurnool,172,Flu
2022-07-01,Kurnool,141,Dengue
2022-07-01,Kurnool,16,Dengue
2022-07-01,Kurnool,98,Dengue
2022-07-01,Kurnool,46,Chikungunya
2022-07-01,Nellore,190,Malaria
2022-07-01,Nellore,84,Flu
2022-07-01,Nellore,54,Dengue
2022-07-01,Nellore,121,Dengue
2022-07-01,Rajahmundry,81,Dengue
2022-07-01,Rajahmundry,209,Dengue
2022-07-01,Rajahmundry,75,Dengue
2022-07-01,Rajahmundry,36,Typhoid
2022-07-01,Rajahmundry,5,Dengue
2022-08-01,Hyderabad,118,Malaria
2022-08-01,Hyderabad,86,Malaria
2022-08-01,Hyderabad,34,Typhoid
2022-08-01,Vijayawada,191,Dengue
2022-08-01,Vijayawada,160,Malaria
2022-08-01,Vijayawada,118,Chikungunya
2022-08-01,Vijayawada,201,Chikungunya
2022-08-01,Vijayawada,159,Typhoid
2022-08-01,Vijayawada,70,Dengue
2022-08-01,Visakhapatnam,57,Dengue
2022-08-01,Visakhapatnam,169,Dengue
2022-08-01,Visakhapatnam,143,Chikungunya
2022-08-01,Tirupati,130,Dengue
2022-08-01,Tirupati,69,Chikungunya
2022-08-01,Tirupati,156,Dengue
2022-08-01,Guntur,74,Chikungunya
2022-08-01,Guntur,113,Dengue
2022-08-01,Guntur,206,Chikungunya
2022-08-01,Kurnool,80,Chikungunya
2022-08-01,Kurnool,25,Dengue
2022-08-01,Kurnool,56,Dengue
2022-08-01,Kurnool,179,Chikungunya
2022-08-01,Kurnool,135,Chikungunya
2022-08-01,Nellore,112,Dengue
2022-08-01,Nellore,89,Malaria
2022-08-01,Nellore,149,Dengue
2022-08-01,Nellore,69,Malaria
2022-08-01,Rajahmundry,138,Typhoid
2022-08-01,Rajahmundry,76,Dengue
2022-08-01,Rajahmundry,66,Chikungunya
2022-08-01,Rajahmundry,81,Dengue
2022-08-01,Rajahmundry,97,Dengue
2022-09-01,Hyderabad,117,Dengue
2022-09-01,Hyderabad,134,Flu
2022-09-01,Hyderabad,5,Dengue
2022-09-01,Hyderabad,71,Malaria
2022-09-01,Hyderabad,96,Dengue
2022-09-01,Hyderabad,210,Typhoid
2022-09-01,Vijayawada,55,Flu
2022-09-01,Vijayawada,129,Typhoid
2022-09-01,Vijayawada,209,Typhoid
2022-09-01,Vijayawada,41,Chikungunya
2022-09-01,Visakhapatnam,143,Malaria
2022-09-01,Visakhapatnam,71,Flu
2022-09-01,Visakhapatnam,89,Dengue
2022-09-01,Tirupati,71,Dengue
2022-09-01,Tirupati,76,Typhoid
2022-09-01,Tirupati,283,Dengue
2022-09-01,Tirupati,170,Flu
2022-09-01,Tirupati,186,Flu
2022-09-01,Guntur,149,Typhoid
2022-09-01,Guntur,23,Dengue
2022-09-01,Guntur,143,Malaria
2022-09-01,Kurnool,184,Typhoid
2022-09-01,Kurnool,68,Dengue
2022-09-01,Kurnool,177,Typhoid
2022-09-01,Kurnool,162,Dengue
2022-09-01,Nellore,231,Dengue
2022-09-01,Nellore,94,Dengue
2022-09-01,Nellore,54,Flu
2022-09-01,Nellore,98,Typhoid
2022-09-01,Nellore,206,Flu
2022-09-01,Rajahmundry,10,Chikungunya
2022-09-01,Rajahmundry,5,Chikungunya
2022-09-01,Rajahmundry,125,Flu
2022-10-01,Hyderabad,93,Dengue
2022-10-01,Hyderabad,120,Dengue
2022-10-01,Hyderabad,176,Chikungunya
2022-10-01,Hyderabad,86,Chikungunya
2022-10-01,Vijayawada,7,Chikungunya
2022-10-01,Vijayawada,242,Dengue
2022-10-01,Vijayawada,60,Malaria
2022-10-01,Vijayawada,56,Chikungunya
2022-10-01,Vijayawada,186,Dengue
2022-10-01,Vijayawada,96,Dengue
2022-10-01,Visakhapatnam,116,Dengue
2022-10-01,Visakhapatnam,148,Dengue
2022-10-01,Visakhapatnam,185,Dengue
2022-10-01,Visakhapatnam,99,Malaria
2022-10-01,Tirupati,211,Typhoid
2022-10-01,Tirupati,5,Typhoid
2022-10-01,Tirupati,165,Dengue
2022-10-01,Tirupati,69,Flu
2022-10-01,Tirupati,202,Flu
2022-10-01,Tirupati,128,Dengue
2022-10-01,Guntur,79,Malaria
2022-10-01,Guntur,159,Malaria
2022-10-01,Guntur,173,Malaria
2022-10-01,Guntur,158,Dengue
2022-10-01,Guntur,58,Dengue
2022-10-01,Guntur,90,Chikungunya
2022-10-01,Kurnool,119,Chikungunya
2022-10-01,Kurnool,117,Dengue
2022-10-01,Kurnool,164,Dengue
2022-10-01,Kurnool,5,Flu
2022-10-01,Nellore,140,Dengue
2022-10-01,Nellore,102,Malaria
2022-10-01,Nellore,69,Dengue
2022-10-01,Rajahmundry,75,Dengue
2022-10-01,Rajahmundry,107,Dengue
2022-10-01,Rajahmundry,5,Chikungunya
2022-11-01,Hyderabad,77,Typhoid
2022-11-01,Hyderabad,67,Chikungunya
2022-11-01,Hyderabad,151,Malaria
2022-11-01,Hyderabad,71,Flu
2022-11-01,Vijayawada,107,Malaria
2022-11-01,Vijayawada,212,Malaria
2022-11-01,Vijayawada,179,Malaria
2022-11-01,Vijayawada,174,Dengue
2022-11-01,Vijayawada,90,Malaria
2022-11-01,Vijayawada,152,Dengue
2022-11-01,Visakhapatnam,105,Chikungunya
2022-11-01,Visakhapatnam,108,Dengue
2022-11-01,Visakhapatnam,144,Chikungunya
2022-11-01,Visakhapatnam,84,Typhoid
2022-11-01,Tirupati,209,Dengue
2022-11-01,Tirupati,110,Flu
2022-11-01,Tirupati,157,Dengue
2022-11-01,Guntur,207,Flu
2022-11-01,Guntur,181,Malaria
2022-11-01,Guntur,35,Dengue
2022-11-01,Guntur,146,Malaria
2022-11-01,Guntur,171,Typhoid
2022-11-01,Guntur,173,Malaria
2022-11-01,Kurnool,53,Malaria
2022-11-01,Kurnool,80,Dengue
2022-11-01,Kurnool,179,Dengue
2022-11-01,Nellore,74,Malaria
2022-11-01,Nellore,102,Malaria
2022-11-01,Nellore,214,Chikungunya
2022-11-01,Nellore,117,Malaria
2022-11-01,Nellore,76,Flu
2022-11-01,Nellore,67,Typhoid
2022-11-01,Rajahmundry,139,Chikungunya
2022-11-01,Rajahmundry,40,Typhoid
2022-11-01,Rajahmundry,105,Chikungunya
2022-11-01,Rajahmundry,139,Dengue
2022-11-01,Rajahmundry,197,Typhoid
2022-11-01,Rajahmundry,160,Dengue
2022-12-01,Hyderabad,77,Dengue
2022-12-01,Hyderabad,190,Flu
2022-12-01,Hyderabad,102,Flu
2022-12-01,Hyderabad,45,Malaria
2022-12-01,Vijayawada,109,Dengue
2022-12-01,Vijayawada,206,Flu
2022-12-01,Vijayawada,129,Flu
2022-12-01,Vijayawada,120,Flu
2022-12-01,Visakhapatnam,218,Flu
2022-12-01,Visakhapatnam,34,Flu
2022-12-01,Visakhapatnam,42,Flu
2022-12-01,Visakhapatnam,23,Flu
2022-12-01,Visakhapatnam,142,Malaria
2022-12-01,Tirupati,129,Flu
2022-12-01,Tirupati,212,Flu
2022-12-01,Tirupati,134,Malaria
2022-12-01,Guntur,95,Flu
2022-12-01,Guntur,120,Dengue
2022-12-01,Guntur,127,Chikungunya
2022-12-01,Guntur,19,Flu
2022-12-01,Kurnool,282,Flu
2022-12-01,Kurnool,151,Flu
2022-12-01,Kurnool,132,Typhoid
2022-12-01,Nellore,156,Flu
2022-12-01,Nellore,162,Malaria
2022-12-01,Nellore,111,Flu
2022-12-01,Nellore,82,Flu
2022-12-01,Nellore,155,Malaria
2022-12-01,Nellore,143,Malaria
2022-12-01,Rajahmundry,71,Chikungunya
2022-12-01,Rajahmundry,205,Flu
2022-12-01,Rajahmundry,137,Typhoid
2023-01-01,Hyderabad,163,Typhoid
2023-01-01,Hyderabad,203,Flu
2023-01-01,Hyderabad,121,Dengue
2023-01-01,Hyderabad,139,Flu
2023-01-01,Vijayawada,168,Malaria
2023-01-01,Vijayawada,76,Malaria
2023-01-01,Vijayawada,123,Flu
2023-01-01,Vijayawada,127,Malaria
2023-01-01,Vijayawada,62,Dengue
2023-01-01,Visakhapatnam,259,Flu
2023-01-01,Visakhapatnam,35,Flu
2023-01-01,Visakhapatnam,42,Dengue
2023-01-01,Tirupati,198,Dengue
2023-01-01,Tirupati,162,Typhoid
2023-01-01,Tirupati,58,Flu
2023-01-01,Tirupati,156,Flu
2023-01-01,Tirupati,208,Flu
2023-01-01,Guntur,118,Typhoid
2023-01-01,Guntur,275,Chikungunya
2023-01-01,Guntur,16,Chikungunya
2023-01-01,Guntur,161,Malaria
2023-01-01,Kurnool,189,Typhoid
2023-01-01,Kurnool,173,Flu
2023-01-01,Kurnool,107,Flu
2023-01-01,Nellore,102,Dengue
2023-01-01,Nellore,146,Flu
2023-01-01,Nellore,168,Flu
2023-01-01,Nellore,156,Flu
2023-01-01,Rajahmundry,182,Typhoid
2023-01-01,Rajahmundry,58,Malaria
2023-01-01,Rajahmundry,106,Flu
2023-02-01,Hyderabad,63,Flu
2023-02-01,Hyderabad,96,Malaria
2023-02-01,Hyderabad,180,Malaria
2023-02-01,Vijayawada,126,Flu
2023-02-01,Vijayawada,276,Malaria
2023-02-01,Vijayawada,131,Flu
2023-02-01,Vijayawada,123,Flu
2023-02-01,Visakhapatnam,126,Flu
2023-02-01,Visakhapatnam,81,Malaria
2023-02-01,Visakhapatnam,116,Typhoid
2023-02-01,Visakhapatnam,187,Flu
2023-02-01,Visakhapatnam,126,Flu
2023-02-01,Tirupati,72,Flu
2023-02-01,Tirupati,64,Flu
2023-02-01,Tirupati,92,Chikungunya
2023-02-01,Guntur,124,Flu
2023-02-01,Guntur,191,Flu
2023-02-01,Guntur,39,Flu
2023-02-01,Guntur,100,Flu
2023-02-01,Kurnool,128,Dengue
2023-02-01,Kurnool,9,Dengue
2023-02-01,Kurnool,69,Flu
2023-02-01,Kurnool,79,Typhoid
2023-02-01,Kurnool,72,Flu
2023-02-01,Kurnool,131,Flu
2023-02-01,Nellore,110,Flu
2023-02-01,Nellore,86,Flu
2023-02-01,Nellore,145,Malaria
2023-02-01,Rajahmundry,223,Malaria
2023-02-01,Rajahmundry,218,Typhoid
2023-02-01,Rajahmundry,5,Chikungunya
2023-02-01,Rajahmundry,154,Dengue
2023-02-01,Rajahmundry,109,Malaria
2023-03-01,Hyderabad,129,Typhoid
2023-03-01,Hyderabad,96,Chikungunya
2023-03-01,Hyderabad,127,Typhoid
2023-03-01,Hyderabad,129,Chikungunya
2023-03-01,Hyderabad,85,Malaria
2023-03-01,Hyderabad,66,Dengue
2023-03-01,Vijayawada,93,Dengue
2023-03-01,Vijayawada,134,Typhoid
2023-03-01,Vijayawada,155,Typhoid
2023-03-01,Vijayawada,171,Chikungunya
2023-03-01,Vijayawada,90,Chikungunya
2023-03-01,Vijayawada,137,Flu
2023-03-01,Visakhapatnam,177,Chikungunya
2023-03-01,Visakhapatnam,189,Typhoid
2023-03-01,Visakhapatnam,116,Flu
2023-03-01,Visakhapatnam,106,Flu
2023-03-01,Tirupati,131,Typhoid
2023-03-01,Tirupati,51,Dengue
2023-03-01,Tirupati,108,Chikungunya
2023-03-01,Tirupati,164,Flu
2023-03-01,Tirupati,158,Chikungunya
2023-03-01,Guntur,103,Dengue
2023-03-01,Guntur,133,Flu
2023-03-01,Guntur,70,Dengue
2023-03-01,Guntur,162,Malaria
2023-03-01,Guntur,115,Flu
2023-03-01,Kurnool,103,Malaria
2023-03-01,Kurnool,98,Dengue
2023-03-01,Kurnool,116,Typhoid
2023-03-01,Nellore,93,Malaria
2023-03-01,Nellore,159,Flu
2023-03-01,Nellore,96,Chikungunya
2023-03-01,Nellore,215,Dengue
2023-03-01,Nellore,207,Malaria
2023-03-01,Nellore,66,Chikungunya
2023-03-01,Rajahmundry,124,Dengue
2023-03-01,Rajahmundry,80,Typhoid
2023-03-01,Rajahmundry,100,Chikungunya
2023-03-01,Rajahmundry,240,Chikungunya
2023-03-01,Rajahmundry,101,Flu
2023-03-01,Rajahmundry,141,Chikungunya
2023-04-01,Hyderabad,152,Dengue
2023-04-01,Hyderabad,59,Malaria
2023-04-01,Hyderabad,68,Dengue
2023-04-01,Vijayawada,47,Chikungunya
2023-04-01,Vijayawada,66,Malaria
2023-04-01,Vijayawada,5,Chikungunya
2023-04-01,Vijayawada,152,Typhoid
2023-04-01,Vijayawada,243,Dengue
2023-04-01,Vijayawada,128,Typhoid
2023-04-01,Visakhapatnam,35,Flu
2023-04-01,Visakhapatnam,81,Chikungunya
2023-04-01,Visakhapatnam,92,Malaria
2023-04-01,Visakhapatnam,58,Chikungunya
2023-04-01,Visakhapatnam,171,Dengue
2023-04-01,Tirupati,168,Chikungunya
2023-04-01,Tirupati,50,Dengue
2023-04-01,Tirupati,163,Flu
2023-04-01,Tirupati,211,Malaria
2023-04-01,Tirupati,234,Chikungunya
2023-04-01,Guntur,291,Malaria
2023-04-01,Guntur,65,Typhoid
2023-04-01,Guntur,289,Flu
2023-04-01,Guntur,98,Dengue
2023-04-01,Kurnool,84,Dengue
2023-04-01,Kurnool,139,Typhoid
2023-04-01,Kurnool,85,Chikungunya
2023-04-01,Kurnool,143,Chikungunya
2023-04-01,Kurnool,40,Malaria
2023-04-01,Kurnool,105,Dengue
2023-04-01,Nellore,197,Dengue
2023-04-01,Nellore,116,Chikungunya
2023-04-01,Nellore,128,Typhoid
2023-04-01,Nellore,148,Typhoid
2023-04-01,Rajahmundry,190,Dengue
2023-04-01,Rajahmundry,20,Malaria
2023-04-01,Rajahmundry,155,Dengue
2023-04-01,Rajahmundry,103,Typhoid
2023-05-01,Hyderabad,129,Dengue
2023-05-01,Hyderabad,183,Typhoid
2023-05-01,Hyderabad,48,Chikungunya
2023-05-01,Hyderabad,59,Chikungunya
2023-05-01,Hyderabad,5,Flu
2023-05-01,Hyderabad,87,Malaria
2023-05-01,Vijayawada,199,Malaria
2023-05-01,Vijayawada,112,Dengue
2023-05-01,Vijayawada,39,Dengue
2023-05-01,Vijayawada,90,Chikungunya
2023-05-01,Vijayawada,30,Typhoid
2023-05-01,Visakhapatnam,52,Malaria
2023-05-01,Visakhapatnam,143,Malaria
2023-05-01,Visakhapatnam,49,Typhoid
2023-05-01,Visakhapatnam,186,Chikungunya
2023-05-01,Visakhapatnam,115,Chikungunya
2023-05-01,Tirupati,125,Flu
2023-05-01,Tirupati,103,Malaria
2023-05-01,Tirupati,166,Chikungunya
2023-05-01,Tirupati,166,Typhoid
2023-05-01,Tirupati,140,Flu
2023-05-01,Tirupati,153,Chikungunya
2023-05-01,Guntur,107,Flu
2023-05-01,Guntur,152,Flu
2023-05-01,Guntur,99,Malaria
2023-05-01,Kurnool,120,Flu
2023-05-01,Kurnool,103,Flu
2023-05-01,Kurnool,92,Malaria
2023-05-01,Nellore,78,Typhoid
2023-05-01,Nellore,148,Dengue
2023-05-01,Nellore,198,Malaria
2023-05-01,Nellore,190,Chikungunya
2023-05-01,Nellore,44,Malaria
2023-05-01,Rajahmundry,197,Typhoid
2023-05-01,Rajahmundry,100,Dengue
2023-05-01,Rajahmundry,156,Chikungunya
2023-05-01,Rajahmundry,65,Typhoid
2023-05-01,Rajahmundry,128,Flu
2023-05-01,Rajahmundry,138,Dengue
2023-06-01,Hyderabad,30,Flu
2023-06-01,Hyderabad,156,Chikungunya
2023-06-01,Hyderabad,200,Typhoid
2023-06-01,Hyderabad,109,Typhoid
2023-06-01,Hyderabad,201,Malaria
2023-06-01,Hyderabad,108,Dengue
2023-06-01,Vijayawada,170,Malaria
2023-06-01,Vijayawada,5,Malaria
2023-06-01,Vijayawada,265,Dengue
2023-06-01,Vijayawada,209,Dengue
2023-06-01,Visakhapatnam,102,Dengue
2023-06-01,Visakhapatnam,5,Dengue
2023-06-01,Visakhapatnam,137,Typhoid
2023-06-01,Visakhapatnam,33,Flu
2023-06-01,Visakhapatnam,146,Dengue
2023-06-01,Tirupati,144,Dengue
2023-06-01,Tirupati,63,Chikungunya
2023-06-01,Tirupati,187,Malaria
2023-06-01,Tirupati,168,Chikungunya
2023-06-01,Tirupati,178,Typhoid
2023-06-01,Guntur,120,Malaria
2023-06-01,Guntur,35,Dengue
2023-06-01,Guntur,178,Chikungunya
2023-06-01,Guntur,103,Malaria
2023-06-01,Guntur,36,Flu
2023-06-01,Guntur,201,Dengue
2023-06-01,Kurnool,245,Malaria
2023-06-01,Kurnool,117,Dengue
2023-06-01,Kurnool,249,Malaria
2023-06-01,Kurnool,125,Dengue
2023-06-01,Nellore,97,Dengue
2023-06-01,Nellore,82,Chikungunya
2023-06-01,Nellore,218,Typhoid
2023-06-01,Nellore,73,Malaria
2023-06-01,Nellore,164,Dengue
2023-06-01,Nellore,86,Typhoid
2023-06-01,Rajahmundry,92,Flu
2023-06-01,Rajahmundry,181,Chikungunya
2023-06-01,Rajahmundry,97,Dengue
2023-07-01,Hyderabad,95,Typhoid
2023-07-01,Hyderabad,187,Malaria
2023-07-01,Hyderabad,215,Malaria
2023-07-01,Vijayawada,158,Typhoid
2023-07-01,Vijayawada,80,Malaria
2023-07-01,Vijayawada,89,Chikungunya
2023-07-01,Visakhapatnam,124,Chikungunya
2023-07-01,Visakhapatnam,139,Dengue
2023-07-01,Visakhapatnam,60,Chikungunya
2023-07-01,Visakhapatnam,163,Malaria
2023-07-01,Visakhapatnam,125,Dengue
2023-07-01,Tirupati,17,Flu
2023-07-01,Tirupati,64,Dengue
2023-07-01,Tirupati,89,Chikungunya
2023-07-01,Tirupati,115,Malaria
2023-07-01,Tirupati,233,Flu
