date,location,sales_volume,medicine
2022-07-01,Kurnool,454,Paracetamol
2022-07-01,Kurnool,274,Chloroquine
2022-07-01,Nellore,400,ORS
2022-07-01,Nellore,323,Paracetamol
2022-07-01,Nellore,321,Paracetamol
2022-07-01,Nellore,346,Chloroquine
2022-07-01,Nellore,377,ORS
2022-07-01,Nellore,240,ORS
2022-07-01,Rajahmundry,404,ORS
2022-07-01,Rajahmundry,149,Chloroquine
2022-07-01,Rajahmundry,279,Vitamin C
2022-07-01,Rajahmundry,380,Vitamin C
2022-07-01,Rajahmundry,399,Paracetamol
2022-08-01,Hyderabad,335,Antibiotics
2022-08-01,Hyderabad,232,ORS
2022-08-01,Hyderabad,387,ORS
2022-08-01,Hyderabad,199,Antibiotics
2022-08-01,Hyderabad,490,Vitamin C
2022-08-01,Hyderabad,269,Antibiotics
2022-08-01,Vijayawada,95,Chloroquine
2022-08-01,Vijayawada,136,ORS
2022-08-01,Vijayawada,285,Paracetamol
2022-08-01,Vijayawada,296,Antibiotics
2022-08-01,Vijayawada,516,Chloroquine
2022-08-01,Visakhapatnam,155,Paracetamol
2022-08-01,Visakhapatnam,284,ORS
2022-08-01,Visakhapatnam,152,ORS
2022-08-01,Visakhapatnam,220,Vitamin C
2022-08-01,Tirupati,482,Antibiotics
2022-08-01,Tirupati,143,Antibiotics
2022-08-01,Tirupati,350,Chloroquine
2022-08-01,Tirupati,327,ORS
2022-08-01,Tirupati,277,Antibiotics
2022-08-01,Tirupati,342,Chloroquine
2022-08-01,Tirupati,140,Chloroquine
2022-08-01,Guntur,478,Paracetamol
2022-08-01,Guntur,510,Vitamin C
2022-08-01,Guntur,285,Paracetamol
2022-08-01,Guntur,570,ORS
2022-08-01,Kurnool,232,Chloroquine
2022-08-01,Kurnool,328,ORS
2022-08-01,Kurnool,451,Antibiotics
2022-08-01,Kurnool,224,Paracetamol
2022-08-01,Nellore,114,Antibiotics
2022-08-01,Nellore,86,ORS
2022-08-01,Nellore,527,Antibiotics
2022-08-01,Nellore,216,Antibiotics
2022-08-01,Nellore,257,ORS
2022-08-01,Rajahmundry,146,ORS
2022-08-01,Rajahmundry,393,ORS
2022-08-01,Rajahmundry,186,ORS
2022-08-01,Rajahmundry,221,Vitamin C
2022-08-01,Rajahmundry,315,Chloroquine
2022-08-01,Rajahmundry,152,Vitamin C
2022-08-01,Rajahmundry,258,Antibiotics
2022-09-01,Hyderabad,448,Chloroquine
2022-09-01,Hyderabad,331,Paracetamol
2022-09-01,Hyderabad,295,Chloroquine
2022-09-01,Hyderabad,305,Vitamin C
2022-09-01,Hyderabad,233,Chloroquine
2022-09-01,Vijayawada,519,Paracetamol
2022-09-01,Vijayawada,182,Antibiotics
2022-09-01,Vijayawada,305,Paracetamol
2022-09-01,Vijayawada,293,Chloroquine
2022-09-01,Vijayawada,401,ORS
2022-09-01,Visakhapatnam,412,ORS
2022-09-01,Visakhapatnam,276,Chloroquine
2022-09-01,Visakhapatnam,314,Paracetamol
2022-09-01,Visakhapatnam,319,Chloroquine
2022-09-01,Visakhapatnam,20,Vitamin C
2022-09-01,Tirupati,89,Paracetamol
2022-09-01,Tirupati,207,Chloroquine
2022-09-01,Tirupati,212,Antibiotics
2022-09-01,Guntur,136,Chloroquine
2022-09-01,Guntur,369,Paracetamol
2022-09-01,Guntur,280,Paracetamol
2022-09-01,Guntur,254,Antibiotics
2022-09-01,Kurnool,129,Chloroquine
2022-09-01,Kurnool,274,Antibiotics
2022-09-01,Kurnool,20,Antibiotics
2022-09-01,Kurnool,260,Chloroquine
2022-09-01,Nellore,287,ORS
2022-09-01,Nellore,309,Vitamin C
2022-09-01,Nellore,92,Vitamin C
2022-09-01,Nellore,306,Chloroquine
2022-09-01,Nellore,155,Vitamin C
2022-09-01,Nellore,182,ORS
2022-09-01,Rajahmundry,366,ORS
2022-09-01,Rajahmundry,521,ORS
2022-09-01,Rajahmundry,286,Vitamin C
2022-09-01,Rajahmundry,181,ORS
2022-09-01,Rajahmundry,302,Chloroquine
2022-09-01,Rajahmundry,392,Chloroquine
2022-09-01,Rajahmundry,354,Vitamin C
2022-10-01,Hyderabad,609,Chloroquine
2022-10-01,Hyderabad,194,ORS
2022-10-01,Hyderabad,310,Chloroquine
2022-10-01,Hyderabad,465,ORS
2022-10-01,Hyderabad,458,Paracetamol
2022-10-01,Vijayawada,45,Paracetamol
2022-10-01,Vijayawada,279,Vitamin C
2022-10-01,Vijayawada,458,ORS
2022-10-01,Vijayawada,626,Antibiotics
2022-10-01,Vijayawada,364,ORS
2022-10-01,Vijayawada,235,Vitamin C
2022-10-01,Visakhapatnam,158,Antibiotics
2022-10-01,Visakhapatnam,546,Paracetamol
2022-10-01,Visakhapatnam,367,Paracetamol
2022-10-01,Tirupati,178,Paracetamol
2022-10-01,Tirupati,255,Vitamin C
2022-10-01,Tirupati,317,Paracetamol
2022-10-01,Tirupati,345,ORS
2022-10-01,Tirupati,172,ORS
2022-10-01,Guntur,206,Paracetamol
2022-10-01,Guntur,81,ORS
2022-10-01,Guntur,404,Antibiotics
2022-10-01,Guntur,239,Antibiotics
2022-10-01,Guntur,335,ORS
2022-10-01,Guntur,450,ORS
2022-10-01,Guntur,306,Antibiotics
2022-10-01,Kurnool,266,ORS
2022-10-01,Kurnool,303,Chloroquine
2022-10-01,Kurnool,287,ORS
2022-10-01,Kurnool,429,Chloroquine
2022-10-01,Nellore,317,Antibiotics
2022-10-01,Nellore,214,Vitamin C
2022-10-01,Nellore,405,ORS
2022-10-01,Nellore,427,Paracetamol
2022-10-01,Nellore,119,Antibiotics
2022-10-01,Rajahmundry,463,ORS
2022-10-01,Rajahmundry,323,Vitamin C
2022-10-01,Rajahmundry,313,ORS
2022-11-01,Hyderabad,320,Antibiotics
2022-11-01,Hyderabad,131,Chloroquine
2022-11-01,Hyderabad,314,ORS
2022-11-01,Hyderabad,154,ORS
2022-11-01,Hyderabad,23,Vitamin C
2022-11-01,Hyderabad,80,Chloroquine
2022-11-01,Hyderabad,268,Paracetamol
2022-11-01,Vijayawada,86,Chloroquine
2022-11-01,Vijayawada,393,Antibiotics
2022-11-01,Vijayawada,342,Vitamin C
2022-11-01,Vijayawada,360,Vitamin C
2022-11-01,Vijayawada,214,Paracetamol
2022-11-01,Visakhapatnam,230,Chloroquine
2022-11-01,Visakhapatnam,56,Paracetamol
2022-11-01,Visakhapatnam,319,Vitamin C
2022-11-01,Visakhapatnam,245,Chloroquine
2022-11-01,Tirupati,268,Paracetamol
2022-11-01,Tirupati,402,Paracetamol
2022-11-01,Tirupati,127,Chloroquine
2022-11-01,Tirupati,184,Chloroquine
2022-11-01,Tirupati,239,Vitamin C
2022-11-01,Tirupati,87,Vitamin C
2022-11-01,Guntur,177,Antibiotics
2022-11-01,Guntur,259,Paracetamol
2022-11-01,Guntur,160,Vitamin C
2022-11-01,Guntur,357,Antibiotics
2022-11-01,Kurnool,20,Vitamin C
2022-11-01,Kurnool,334,Chloroquine
2022-11-01,Kurnool,279,Vitamin C
2022-11-01,Kurnool,131,Paracetamol
2022-11-01,Kurnool,89,ORS
2022-11-01,Kurnool,20,Chloroquine
2022-11-01,Kurnool,104,Antibiotics
2022-11-01,Nellore,325,Antibiotics
2022-11-01,Nellore,193,Chloroquine
2022-11-01,Nellore,339,Paracetamol
2022-11-01,Nellore,125,ORS
2022-11-01,Nellore,284,Vitamin C
2022-11-01,Nellore,113,Antibiotics
2022-11-01,Nellore,84,Chloroquine
2022-11-01,Rajahmundry,187,Paracetamol
2022-11-01,Rajahmundry,120,ORS
2022-11-01,Rajahmundry,20,Chloroquine
2022-11-01,Rajahmundry,178,Paracetamol
2022-11-01,Rajahmundry,212,Antibiotics
2022-12-01,Hyderabad,352,Antibiotics
2022-12-01,Hyderabad,312,ORS
2022-12-01,Hyderabad,346,Chloroquine
2022-12-01,Hyderabad,286,ORS
2022-12-01,Hyderabad,239,Chloroquine
2022-12-01,Vijayawada,112,Vitamin C
2022-12-01,Vijayawada,277,Paracetamol
2022-12-01,Vijayawada,331,Paracetamol
2022-12-01,Vijayawada,434,Vitamin C
2022-12-01,Vijayawada,342,Vitamin C
2022-12-01,Vijayawada,408,Paracetamol
2022-12-01,Visakhapatnam,76,Antibiotics
2022-12-01,Visakhapatnam,160,Antibiotics
2022-12-01,Visakhapatnam,251,Chloroquine
2022-12-01,Visakhapatnam,339,ORS
2022-12-01,Visakhapatnam,182,ORS
2022-12-01,Tirupati,190,Antibiotics
2022-12-01,Tirupati,342,Paracetamol
2022-12-01,Tirupati,64,Antibiotics
2022-12-01,Tirupati,392,Antibiotics
2022-12-01,Tirupati,94,Antibiotics
2022-12-01,Tirupati,20,Chloroquine
2022-12-01,Guntur,201,Antibiotics
2022-12-01,Guntur,463,Vitamin C
2022-12-01,Guntur,330,Paracetamol
2022-12-01,Guntur,290,ORS
2022-12-01,Guntur,204,Chloroquine
2022-12-01,Guntur,181,Chloroquine
2022-12-01,Guntur,20,Antibiotics
2022-12-01,Kurnool,20,Vitamin C
2022-12-01,Kurnool,283,Vitamin C
2022-12-01,Kurnool,417,Vitamin C
2022-12-01,Kurnool,241,ORS
2022-12-01,Nellore,274,Antibiotics
2022-12-01,Nellore,390,ORS
2022-12-01,Nellore,239,ORS
2022-12-01,Nellore,245,Paracetamol
2022-12-01,Nellore,161,Vitamin C
2022-12-01,Nellore,502,Vitamin C
2022-12-01,Rajahmundry,323,Vitamin C
2022-12-01,Rajahmundry,146,Paracetamol
2022-12-01,Rajahmundry,119,Paracetamol
2022-12-01,Rajahmundry,410,Paracetamol
2022-12-01,Rajahmundry,135,Paracetamol
2022-12-01,Rajahmundry,482,Vitamin C
2022-12-01,Rajahmundry,20,Vitamin C
2023-01-01,Hyderabad,370,ORS
2023-01-01,Hyderabad,258,Antibiotics
2023-01-01,Hyderabad,214,Chloroquine
2023-01-01,Hyderabad,238,Vitamin C
2023-01-01,Hyderabad,486,Paracetamol
2023-01-01,Hyderabad,344,Vitamin C
2023-01-01,Hyderabad,91,Chloroquine
2023-01-01,Vijayawada,20,Chloroquine
2023-01-01,Vijayawada,281,Paracetamol
2023-01-01,Vijayawada,259,Paracetamol
2023-01-01,Vijayawada,77,Vitamin C
2023-01-01,Vijayawada,253,Vitamin C
2023-01-01,Visakhapatnam,191,Vitamin C
2023-01-01,Visakhapatnam,201,ORS
2023-01-01,Visakhapatnam,287,ORS
2023-01-01,Visakhapatnam,379,Chloroquine
2023-01-01,Visakhapatnam,309,ORS
2023-01-01,Visakhapatnam,113,Antibiotics
2023-01-01,Tirupati,304,Vitamin C
2023-01-01,Tirupati,267,Vitamin C
2023-01-01,Tirupati,40,ORS
2023-01-01,Tirupati,307,Vitamin C
2023-01-01,Tirupati,482,Vitamin C
2023-01-01,Guntur,263,Vitamin C
2023-01-01,Guntur,20,ORS
2023-01-01,Guntur,203,Antibiotics
2023-01-01,Guntur,54,Chloroquine
2023-01-01,Guntur,363,Vitamin C
2023-01-01,Guntur,262,ORS
2023-01-01,Kurnool,179,ORS
2023-01-01,Kurnool,220,Vitamin C
2023-01-01,Kurnool,174,ORS
2023-01-01,Kurnool,260,Vitamin C
2023-01-01,Kurnool,107,Chloroquine
2023-01-01,Kurnool,93,Vitamin C
2023-01-01,Nellore,396,Vitamin C
2023-01-01,Nellore,213,Paracetamol
2023-01-01,Nellore,220,Chloroquine
2023-01-01,Rajahmundry,294,Paracetamol
2023-01-01,Rajahmundry,238,Antibiotics
2023-01-01,Rajahmundry,119,Vitamin C
2023-01-01,Rajahmundry,20,Antibiotics
2023-02-01,Hyderabad,189,Vitamin C
2023-02-01,Hyderabad,307,Paracetamol
2023-02-01,Hyderabad,112,Chloroquine
2023-02-01,Hyderabad,157,ORS
2023-02-01,Hyderabad,515,Vitamin C
2023-02-01,Hyderabad,38,Vitamin C
2023-02-01,Hyderabad,109,Chloroquine
2023-02-01,Vijayawada,427,Antibiotics
2023-02-01,Vijayawada,254,Paracetamol
2023-02-01,Vijayawada,115,Antibiotics
2023-02-01,Vijayawada,400,Paracetamol
2023-02-01,Vijayawada,206,ORS
2023-02-01,Vijayawada,218,Vitamin C
2023-02-01,Vijayawada,283,Vitamin C
2023-02-01,Visakhapatnam,121,ORS
2023-02-01,Visakhapatnam,77,ORS
2023-02-01,Visakhapatnam,246,Paracetamol
2023-02-01,Visakhapatnam,78,ORS
2023-02-01,Visakhapatnam,201,Chloroquine
2023-02-01,Tirupati,242,Antibiotics
2023-02-01,Tirupati,302,Chloroquine
2023-02-01,Tirupati,395,Vitamin C
2023-02-01,Tirupati,151,Antibiotics
2023-02-01,Tirupati,319,Vitamin C
2023-02-01,Tirupati,319,Paracetamol
2023-02-01,Guntur,239,Chloroquine
2023-02-01,Guntur,142,Chloroquine
2023-02-01,Guntur,136,Paracetamol
2023-02-01,Kurnool,320,Vitamin C
2023-02-01,Kurnool,55,Vitamin C
2023-02-01,Kurnool,167,ORS
2023-02-01,Kurnool,20,Antibiotics
2023-02-01,Nellore,99,Paracetamol
2023-02-01,Nellore,154,Paracetamol
2023-02-01,Nellore,391,Vitamin C
2023-02-01,Nellore,282,Chloroquine
2023-02-01,Nellore,193,Vitamin C
2023-02-01,Nellore,287,Antibiotics
2023-02-01,Nellore,366,Vitamin C
2023-02-01,Rajahmundry,180,ORS
2023-02-01,Rajahmundry,33,ORS
2023-02-01,Rajahmundry,235,Vitamin C
2023-03-01,Hyderabad,188,Paracetamol
2023-03-01,Hyderabad,52,Vitamin C
2023-03-01,Hyderabad,244,Vitamin C
2023-03-01,Vijayawada,233,Paracetamol
2023-03-01,Vijayawada,253,Antibiotics
2023-03-01,Vijayawada,233,Antibiotics
2023-03-01,Vijayawada,287,Vitamin C
2023-03-01,Visakhapatnam,178,ORS
2023-03-01,Visakhapatnam,224,ORS
2023-03-01,Visakhapatnam,152,Chloroquine
2023-03-01,Tirupati,129,Antibiotics
2023-03-01,Tirupati,360,Antibiotics
2023-03-01,Tirupati,20,Vitamin C
2023-03-01,Tirupati,305,Chloroquine
2023-03-01,Tirupati,125,Chloroquine
2023-03-01,Tirupati,109,ORS
2023-03-01,Tirupati,231,Paracetamol
2023-03-01,Guntur,21,Vitamin C
2023-03-01,Guntur,102,Vitamin C
2023-03-01,Guntur,98,Paracetamol
2023-03-01,Guntur,173,Antibiotics
2023-03-01,Guntur,103,Paracetamol
2023-03-01,Kurnool,392,Chloroquine
2023-03-01,Kurnool,415,Chloroquine
2023-03-01,Kurnool,20,Antibiotics
2023-03-01,Kurnool,265,Paracetamol
2023-03-01,Kurnool,303,Paracetamol
2023-03-01,Nellore,265,Vitamin C
2023-03-01,Nellore,121,Chloroquine
2023-03-01,Nellore,170,Vitamin C
2023-03-01,Rajahmundry,110,Paracetamol
2023-03-01,Rajahmundry,149,Chloroquine
2023-03-01,Rajahmundry,54,Vitamin C
2023-04-01,Hyderabad,186,Vitamin C
2023-04-01,Hyderabad,20,Antibiotics
2023-04-01,Hyderabad,175,ORS
2023-04-01,Hyderabad,50,Chloroquine
2023-04-01,Vijayawada,224,ORS
2023-04-01,Vijayawada,118,Paracetamol
2023-04-01,Vijayawada,234,Chloroquine
2023-04-01,Vijayawada,329,Antibiotics
2023-04-01,Vijayawada,390,Paracetamol
2023-04-01,Visakhapatnam,20,Paracetamol
2023-04-01,Visakhapatnam,99,Vitamin C
2023-04-01,Visakhapatnam,163,ORS
2023-04-01,Visakhapatnam,255,Vitamin C
2023-04-01,Visakhapatnam,20,Paracetamol
2023-04-01,Visakhapatnam,82,Vitamin C
2023-04-01,Visakhapatnam,215,Paracetamol
2023-04-01,Tirupati,210,ORS
2023-04-01,Tirupati,245,ORS
2023-04-01,Tirupati,253,Paracetamol
2023-04-01,Guntur,240,ORS
2023-04-01,Guntur,223,Chloroquine
2023-04-01,Guntur,206,Antibiotics
2023-04-01,Guntur,279,Chloroquine
2023-04-01,Kurnool,20,Paracetamol
2023-04-01,Kurnool,385,ORS
2023-04-01,Kurnool,20,Vitamin C
2023-04-01,Kurnool,70,Antibiotics
2023-04-01,Kurnool,172,Chloroquine
2023-04-01,Kurnool,280,Antibiotics
2023-04-01,Nellore,20,Chloroquine
2023-04-01,Nellore,196,Antibiotics
2023-04-01,Nellore,295,Paracetamol
2023-04-01,Nellore,319,Chloroquine
2023-04-01,Nellore,116,ORS
2023-04-01,Nellore,163,Vitamin C
2023-04-01,Rajahmundry,126,Antibiotics
2023-04-01,Rajahmundry,152,Vitamin C
2023-04-01,Rajahmundry,76,Chloroquine
2023-04-01,Rajahmundry,93,Chloroquine
2023-04-01,Rajahmundry,252,ORS
2023-04-01,Rajahmundry,215,Chloroquine
2023-04-01,Rajahmundry,258,Vitamin C
2023-05-01,Hyderabad,225,Paracetamol
2023-05-01,Hyderabad,284,ORS
2023-05-01,Hyderabad,305,Vitamin C
2023-05-01,Vijayawada,20,Antibiotics
2023-05-01,Vijayawada,97,Paracetamol
2023-05-01,Vijayawada,172,ORS
2023-05-01,Vijayawada,197,ORS
2023-05-01,Vijayawada,119,Antibiotics
2023-05-01,Visakhapatnam,309,Paracetamol
2023-05-01,Visakhapatnam,437,ORS
2023-05-01,Visakhapatnam,222,Antibiotics
2023-05-01,Visakhapatnam,210,Antibiotics
2023-05-01,Tirupati,301,Vitamin C
2023-05-01,Tirupati,20,Antibiotics
2023-05-01,Tirupati,203,Vitamin C
2023-05-01,Tirupati,317,Chloroquine
2023-05-01,Guntur,122,ORS
2023-05-01,Guntur,52,Paracetamol
2023-05-01,Guntur,177,Paracetamol
2023-05-01,Guntur,192,Antibiotics
2023-05-01,Guntur,90,ORS
2023-05-01,Kurnool,451,Antibiotics
2023-05-01,Kurnool,142,Vitamin C
2023-05-01,Kurnool,61,Paracetamol
2023-05-01,Kurnool,188,Chloroquine
2023-05-01,Nellore,308,Chloroquine
2023-05-01,Nellore,202,Antibiotics
2023-05-01,Nellore,258,Antibiotics
2023-05-01,Nellore,95,Chloroquine
2023-05-01,Nellore,378,Antibiotics
2023-05-01,Nellore,267,Paracetamol
2023-05-01,Nellore,325,Chloroquine
2023-05-01,Rajahmundry,243,Vitamin C
2023-05-01,Rajahmundry,298,Antibiotics
2023-05-01,Rajahmundry,95,Antibiotics
2023-05-01,Rajahmundry,141,Antibiotics
2023-05-01,Rajahmundry,361,Paracetamol
2023-05-01,Rajahmundry,387,ORS
2023-05-01,Rajahmundry,62,Chloroquine
2023-06-01,Hyderabad,309,Chloroquine
2023-06-01,Hyderabad,228,Vitamin C
2023-06-01,Hyderabad,196,Paracetamol
2023-06-01,Hyderabad,314,Antibiotics
2023-06-01,Hyderabad,416,ORS
2023-06-01,Vijayawada,334,Paracetamol
2023-06-01,Vijayawada,241,Antibiotics
2023-06-01,Vijayawada,341,Paracetamol
2023-06-01,Vijayawada,236,Paracetamol
2023-06-01,Vijayawada,329,Paracetamol
2023-06-01,Visakhapatnam,447,Antibiotics
2023-06-01,Visakhapatnam,30,ORS
2023-06-01,Visakhapatnam,375,Chloroquine
2023-06-01,Visakhapatnam,95,ORS
2023-06-01,Visakhapatnam,427,Vitamin C
2023-06-01,Visakhapatnam,203,ORS
2023-06-01,Visakhapatnam,133,Antibiotics
2023-06-01,Tirupati,363,Paracetamol
2023-06-01,Tirupati,323,ORS
2023-06-01,Tirupati,160,Paracetamol
2023-06-01,Tirupati,129,Paracetamol
2023-06-01,Tirupati,257,Chloroquine
2023-06-01,Guntur,135,Vitamin C
2023-06-01,Guntur,152,Paracetamol
2023-06-01,Guntur,293,Chloroquine
2023-06-01,Guntur,164,Antibiotics
2023-06-01,Guntur,331,Chloroquine
2023-06-01,Guntur,458,Paracetamol
2023-06-01,Guntur,262,ORS
2023-06-01,Kurnool,295,Antibiotics
2023-06-01,Kurnool,522,Antibiotics
2023-06-01,Kurnool,137,Chloroquine
2023-06-01,Kurnool,422,Antibiotics
2023-06-01,Nellore,408,Vitamin C
2023-06-01,Nellore,382,Paracetamol
2023-06-01,Nellore,435,ORS
2023-06-01,Nellore,313,ORS
2023-06-01,Rajahmundry,210,Antibiotics
2023-06-01,Rajahmundry,411,Paracetamol
2023-06-01,Rajahmundry,415,Vitamin C
2023-06-01,Rajahmundry,412,Vitamin C
2023-06-01,Rajahmundry,285,Chloroquine
2023-07-01,Hyderabad,194,ORS
2023-07-01,Hyderabad,302,Chloroquine
2023-07-01,Hyderabad,393,Paracetamol
2023-07-01,Hyderabad,402,Vitamin C
2023-07-01,Hyderabad,228,Antibiotics
2023-07-01,Hyderabad,317,Vitamin C
2023-07-01,Hyderabad,122,Paracetamol
2023-07-01,Vijayawada,398,Antibiotics
2023-07-01,Vijayawada,186,Antibiotics
2023-07-01,Vijayawada,374,ORS
2023-07-01,Vijayawada,142,Vitamin C
2023-07-01,Vijayawada,403,Paracetamol
2023-07-01,Vijayawada,318,Vitamin C
2023-07-01,Visakhapatnam,186,Chloroquine
2023-07-01,Visakhapatnam,362,Vitamin C
2023-07-01,Visakhapatnam,209,Vitamin C
2023-07-01,Visakhapatnam,369,ORS
2023-07-01,Tirupati,247,Vitamin C
2023-07-01,Tirupati,73,Antibiotics
2023-07-01,Tirupati,162,ORS
2023-07-01,Tirupati,228,ORS
2023-07-01,Tirupati,444,ORS
2023-07-01,Tirupati,388,Paracetamol
2023-07-01,Tirupati,474,Chloroquine
2023-07-01,Guntur,478,Vitamin C
2023-07-01,Guntur,215,Antibiotics
2023-07-01,Guntur,257,Chloroquine
2023-07-01,Guntur,230,Antibiotics
2023-07-01,Guntur,199,Paracetamol
2023-07-01,Kurnool,59,ORS
2023-07-01,Kurnool,278,Chloroquine
2023-07-01,Kurnool,125,Paracetamol
2023-07-01,Kurnool,275,Antibiotics
2023-07-01,Kurnool,533,Vitamin C
2023-07-01,Kurnool,218,Vitamin C
2023-07-01,Nellore,303,Paracetamol
2023-07-01,Nellore,388,Antibiotics
2023-07-01,Nellore,313,ORS
2023-07-01,Rajahmundry,315,Chloroquine
2023-07-01,Rajahmundry,236,ORS
2023-07-01,Rajahmundry,252,Chloroquine
2023-08-01,Hyderabad,164,Vitamin C
2023-08-01,Hyderabad,381,Vitamin C
2023-08-01,Hyderabad,71,Paracetamol
2023-08-01,Hyderabad,396,Vitamin C
2023-08-01,Hyderabad,111,Antibiotics
2023-08-01,Hyderabad,395,Chloroquine
2023-08-01,Hyderabad,237,Vitamin C
2023-08-01,Vijayawada,132,Antibiotics
2023-08-01,Vijayawada,349,ORS
2023-08-01,Vijayawada,391,Vitamin C
2023-08-01,Vijayawada,227,Chloroquine
2023-08-01,Vijayawada,366,Chloroquine
2023-08-01,Vijayawada,20,Chloroquine
2023-08-01,Visakhapatnam,121,ORS
2023-08-01,Visakhapatnam,435,Antibiotics
2023-08-01,Visakhapatnam,253,Antibiotics
2023-08-01,Visakhapatnam,56,Paracetamol
2023-08-01,Visakhapatnam,196,ORS
2023-08-01,Visakhapatnam,169,Paracetamol
2023-08-01,Tirupati,260,Paracetamol
2023-08-01,Tirupati,235,Vitamin C
2023-08-01,Tirupati,301,Paracetamol
2023-08-01,Tirupati,271,Vitamin C
2023-08-01,Guntur,443,ORS
2023-08-01,Guntur,330,Chloroquine
2023-08-01,Guntur,334,Vitamin C
2023-08-01,Kurnool,419,Paracetamol
2023-08-01,Kurnool,233,Chloroquine
2023-08-01,Kurnool,128,Vitamin C
2023-08-01,Kurnool,424,Chloroquine
2023-08-01,Kurnool,296,Antibiotics
2023-08-01,Kurnool,296,Chloroquine
2023-08-01,Nellore,204,ORS
2023-08-01,Nellore,205,Chloroquine
2023-08-01,Nellore,381,Paracetamol
2023-08-01,Nellore,398,ORS
2023-08-01,Nellore,374,Paracetamol
2023-08-01,Rajahmundry,375,Chloroquine
2023-08-01,Rajahmundry,348,Paracetamol
2023-08-01,Rajahmundry,295,Vitamin C
2023-08-01,Rajahmundry,258,Paracetamol
2023-09-01,Hyderabad,425,Antibiotics
2023-09-01,Hyderabad,235,Antibiotics
2023-09-01,Hyderabad,324,Chloroquine
2023-09-01,Hyderabad,183,Paracetamol
2023-09-01,Hyderabad,200,ORS
2023-09-01,Vijayawada,251,Paracetamol
2023-09-01,Vijayawada,183,Paracetamol
2023-09-01,Vijayawada,375,Paracetamol
2023-09-01,Vijayawada,118,Antibiotics
2023-09-01,Vijayawada,291,Vitamin C
2023-09-01,Visakhapatnam,295,Paracetamol
2023-09-01,Visakhapatnam,62,Vitamin C
2023-09-01,Visakhapatnam,227,Chloroquine
2023-09-01,Visakhapatnam,310,Chloroquine
2023-09-01,Visakhapatnam,331,ORS
2023-09-01,Tirupati,255,Chloroquine
2023-09-01,Tirupati,361,Vitamin C
2023-09-01,Tirupati,266,Paracetamol
2023-09-01,Tirupati,281,Paracetamol
2023-09-01,Tirupati,310,Vitamin C
2023-09-01,Guntur,391,Vitamin C
2023-09-01,Guntur,198,ORS
2023-09-01,Guntur,221,Paracetamol
2023-09-01,Guntur,199,Chloroquine
2023-09-01,Guntur,240,Chloroquine
2023-09-01,Guntur,451,ORS
2023-09-01,Kurnool,348,Antibiotics
2023-09-01,Kurnool,144,Paracetamol
2023-09-01,Kurnool,207,Vitamin C
2023-09-01,Kurnool,324,Vitamin C
2023-09-01,Kurnool,171,Antibiotics
2023-09-01,Kurnool,192,Chloroquine
2023-09-01,Kurnool,441,Antibiotics
2023-09-01,Nellore,206,Vitamin C
2023-09-01,Nellore,394,Antibiotics
2023-09-01,Nellore,430,Chloroquine
2023-09-01,Nellore,191,Chloroquine
2023-09-01,Nellore,173,Chloroquine
2023-09-01,Rajahmundry,246,Paracetamol
2023-09-01,Rajahmundry,149,Antibiotics
2023-09-01,Rajahmundry,294,ORS
2023-09-01,Rajahmundry,255,Chloroquine
2023-09-01,Rajahmundry,323,Chloroquine
2023-10-01,Hyderabad,447,Paracetamol
2023-10-01,Hyderabad,378,ORS
2023-10-01,Hyderabad,338,Chloroquine
2023-10-01,Hyderabad,44,Chloroquine
2023-10-01,Hyderabad,333,Antibiotics
2023-10-01,Vijayawada,486,Paracetamol
2023-10-01,Vijayawada,20,Vitamin C
2023-10-01,Vijayawada,362,Vitamin C
2023-10-01,Visakhapatnam,260,Paracetamol
2023-10-01,Visakhapatnam,178,Chloroquine
2023-10-01,Visakhapatnam,376,ORS
2023-10-01,Tirupati,485,Vitamin C
2023-10-01,Tirupati,373,Antibiotics
2023-10-01,Tirupati,235,Paracetamol
2023-10-01,Tirupati,166,Antibiotics
2023-10-01,Tirupati,297,Chloroquine
2023-10-01,Tirupati,384,Paracetamol
2023-10-01,Guntur,233,Paracetamol
2023-10-01,Guntur,245,Chloroquine
2023-10-01,Guntur,618,Vitamin C
2023-10-01,Guntur,409,Antibiotics
2023-10-01,Guntur,418,Antibiotics
2023-10-01,Guntur,104,Chloroquine
2023-10-01,Kurnool,195,Chloroquine
2023-10-01,Kurnool,288,Paracetamol
2023-10-01,Kurnool,159,Paracetamol
2023-10-01,Nellore,472,ORS
2023-10-01,Nellore,449,Chloroquine
2023-10-01,Nellore,215,Antibiotics
2023-10-01,Nellore,494,Antibiotics
2023-10-01,Nellore,279,Chloroquine
2023-10-01,Nellore,590,Paracetamol
2023-10-01,Nellore,297,Vitamin C
2023-10-01,Rajahmundry,349,Chloroquine
2023-10-01,Rajahmundry,447,Antibiotics
2023-10-01,Rajahmundry,433,Vitamin C
2023-10-01,Rajahmundry,341,Vitamin C
2023-10-01,Rajahmundry,263,Paracetamol
2023-11-01,Hyderabad,261,ORS
2023-11-01,Hyderabad,102,Antibiotics
2023-11-01,Hyderabad,218,Antibiotics
2023-11-01,Vijayawada,66,ORS
2023-11-01,Vijayawada,20,Paracetamol
2023-11-01,Vijayawada,206,Paracetamol
2023-11-01,Vijayawada,351,Paracetamol
2023-11-01,Vijayawada,311,Antibiotics
